mape_sa_quad_l1,mape_sa_quad_l2,mmse_quad_l1,mmse_quad_l2,mmse_potts_l1,mmse_potts_l2,mape_sa_potts_l1,mape_sa_potts_l2,noisy_l1,noisy_l2
74.80906168619792,42.150421142578125,74.32680765787761,42.33728535970052,0.6276702880859375,0.011072794596354166,1.0771433512369792,0.13781229654947916,0.499908447265625,0.019683837890625
